Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Самовывоз из пункта выдачи     ,     10457285, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз из пункта выдачи     ,     10457286, 10/28/2022          , old    , 2 146      , 537  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457286, 10/28/2022          , old    , 2 376      , 594  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457289, 10/28/2022          , old    , 1 382      , 461  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457292, 10/28/2022          , old    , 2 189      , 547  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457292, 10/28/2022          , old    , 3 396      , 849  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457298, 10/28/2022          , old    , 2 097      , 699  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457302, 10/28/2022          , old    , 2 308      , 1 154, "  2,0   "
Самовывоз из пункта выдачи     ,     10457303, 10/28/2022          , old    , 2 076      , 519  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457305, 10/28/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457305, 10/28/2022          , old    , 6 363      , 636  , "  10,0   "
Самовывоз из пункта выдачи     ,     10457307, 10/28/2022          , old    , 1 958      , 979  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457311, 10/28/2022          , old    , 2 298      , 1 149, "  2,0   "
Самовывоз из пункта выдачи     ,     10457311, 10/28/2022          , old    , 4 022      , 1 006, "  4,0   "
Самовывоз из пункта выдачи     ,     10457312, 10/28/2022          , old    , 3 277      , 1 092, "  3,0   "
Самовывоз из пункта выдачи     ,     10457313, 10/28/2022          , old    , 1 958      , 979  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457313, 10/28/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457316, 10/28/2022          , old    , 3 944      , 657  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457316, 10/28/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457321, 10/28/2022          , old    , 4 347      , 1 087, "  4,0   "
Самовывоз из пункта выдачи     ,     10457322, 10/28/2022          , old    , 2 997      , 749  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457322, 10/28/2022          , old    , 2 887      , 962  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457328, 10/28/2022          , old    , 5 355      , 893  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457329, 10/28/2022          , old    , 1 931      , 276  , "  7,0   "
Самовывоз из пункта выдачи     ,     10457330, 10/28/2022          , old    , 3 347      , 1 116, "  3,0   "
Самовывоз из пункта выдачи     ,     10457330, 10/28/2022          , old    , 9 110      , 911  , "  10,0   "
Самовывоз из пункта выдачи     ,     10457331, 10/28/2022          , old    , 2 497      , 499  , "  5,0   "
Самовывоз из пункта выдачи     ,     10457333, 10/28/2022          , old    , 3 047      , 762  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457339, 10/28/2022          , old    , 3 447      , 862  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457342, 10/28/2022          , old    , 2 496      , 624  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457343, 10/28/2022          , old    , 1 178      , 589  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457344, 10/28/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз из пункта выдачи     ,     10457346, 10/28/2022          , old    , 3 861      , 644  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457347, 10/28/2022          , old    , 2 248      , 1 124, "  2,0   "
Самовывоз из пункта выдачи     ,     10457349, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз из пункта выдачи     ,     10457350, 10/28/2022          , old    , 5 543      , 792  , "  7,0   "
Самовывоз из пункта выдачи     ,     10457351, 10/28/2022          , old    , 2 418      , 1 209, "  2,0   "
Самовывоз из пункта выдачи     ,     10457353, 10/28/2022          , old    , 3 498      , 1 749, "  2,0   "
Самовывоз из пункта выдачи     ,     10457353, 10/28/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457353, 10/28/2022          , old    , 1 758      , 879  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457353, 10/28/2022          , old    , 3 298      , 1 649, "  2,0   "
Самовывоз из пункта выдачи     ,     10457354, 10/28/2022          , old    , 7 194      , 1 439, "  5,0   "
Самовывоз из пункта выдачи     ,     10457356, 10/28/2022          , old    , 13 795     , 2 759, "  5,0   "
Самовывоз из пункта выдачи     ,     10457359, 10/28/2022          , old    , 4 693      , 587  , "  8,0   "
Самовывоз из пункта выдачи     ,     10457360, 10/28/2022          , old    , 2 197      , 732  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457367, 10/28/2022          , old    , 3 597      , 1 199, "  3,0   "
Самовывоз из пункта выдачи     ,     10457368, 10/28/2022          , old    , 3 849      , 3 849, "  1,0   "
Самовывоз из пункта выдачи     ,     10457368, 10/28/2022          , old    , 2 572      , 643  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457369, 10/28/2022          , old    , 2 897      , 724  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457369, 10/28/2022          , old    , 3 072      , 768  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457369, 10/28/2022          , old    , 4 147      , 1 037, "  4,0   "
Самовывоз из пункта выдачи     ,     10457370, 10/28/2022          , old    , 2 421      , 605  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457374, 10/28/2022          , old    , 4 747      , 1 582, "  3,0   "
Самовывоз из пункта выдачи     ,     10457374, 10/28/2022          , old    , 2 598      , 1 299, "  2,0   "
Самовывоз из пункта выдачи     ,     10457375, 10/28/2022          , old    , 2 419      , 403  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457375, 10/28/2022          , old    , 4 398      , 2 199, "  2,0   "
Самовывоз из пункта выдачи     ,     10457375, 10/28/2022          , old    , 2 318      , 1 159, "  2,0   "
Самовывоз из пункта выдачи     ,     10457375, 10/28/2022          , old    , 2 299      , 2 299, "  1,0   "
Самовывоз из пункта выдачи     ,     10457376, 10/28/2022          , old    , 1 857      , 619  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457379, 10/28/2022          , old    , 5 298      , 2 649, "  2,0   "
Самовывоз из пункта выдачи     ,     10457380, 10/28/2022          , old    , 2 698      , 1 349, "  2,0   "
Самовывоз из пункта выдачи     ,     10457384, 10/28/2022          , old    , 1 658      , 829  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457387, 10/28/2022          , old    , 5 296      , 1 324, "  4,0   "
Самовывоз из пункта выдачи     ,     10457388, 10/28/2022          , old    , 2 897      , 966  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457388, 10/28/2022          , old    , 2 148      , 1 074, "  2,0   "
Самовывоз из пункта выдачи     ,     10457389, 10/28/2022          , old    , 1 558      , 779  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457391, 10/28/2022          , old    , 2 107      , 702  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457394, 10/28/2022          , old    , 2 897      , 966  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457394, 10/28/2022          , old    , 2 098      , 1 049, "  2,0   "
Самовывоз из пункта выдачи     ,     10457395, 10/28/2022          , old    , 2 699      , 2 699, "  1,0   "
Самовывоз из пункта выдачи     ,     10457397, 10/28/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз из пункта выдачи     ,     10457398, 10/28/2022          , old    , 3 720      , 620  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457398, 10/28/2022          , old    , 2 186      , 547  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457403, 10/28/2022          , old    , 1 432      , 716  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457404, 10/28/2022          , old    , 4 197      , 1 399, "  3,0   "
Самовывоз из пункта выдачи     ,     10457406, 10/28/2022          , old    , 2 048      , 1 024, "  2,0   "
Самовывоз из пункта выдачи     ,     10457407, 10/28/2022          , old    , 858        , 286  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457408, 10/28/2022          , old    , 4 048      , 2 024, "  2,0   "
Самовывоз из пункта выдачи     ,     10457408, 10/28/2022          , old    , 2 070      , 1 035, "  2,0   "
Самовывоз из пункта выдачи     ,     10457408, 10/28/2022          , old    , 958        , 479  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457408, 10/28/2022          , old    , 1 358      , 679  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457413, 10/28/2022          , old    , 2 038      , 1 019, "  2,0   "
Самовывоз из пункта выдачи     ,     10457414, 10/28/2022          , old    , 2 207      , 736  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457415, 10/28/2022          , old    , 2 123      , 1 062, "  2,0   "
Самовывоз из пункта выдачи     ,     10457415, 10/28/2022          , old    , 4 498      , 2 249, "  2,0   "
Самовывоз из пункта выдачи     ,     10457418, 10/28/2022          , old    , 3 699      , 3 699, "  1,0   "
Самовывоз из пункта выдачи     ,     10457418, 10/28/2022          , old    , 6 346      , 1 269, "  5,0   "
Самовывоз из пункта выдачи     ,     10457419, 10/28/2022          , old    , 2 117      , 706  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457420, 10/28/2022          , old    , 3 499      , 3 499, "  1,0   "
Самовывоз из пункта выдачи     ,     10457420, 10/28/2022          , old    , 8 593      , 1 228, "  7,0   "
Самовывоз из пункта выдачи     ,     10457422, 10/28/2022          , old    , 19 594     , 3 266, "  6,0   "
Самовывоз из пункта выдачи     ,     10457425, 10/28/2022          , old    , 2 099      , 2 099, "  1,0   "
Самовывоз из пункта выдачи     ,     10457427, 10/28/2022          , old    , 16 437     , 1 264, "  13,0   "
Самовывоз из пункта выдачи     ,     10457427, 10/28/2022          , old    , 2 547      , 849  , "  3,0   "
Самовывоз из пункта выдачи     ,     10457428, 10/28/2022          , old    , 1 758      , 879  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457430, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз из пункта выдачи     ,     10457431, 10/28/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457433, 10/28/2022          , old    , 4 495      , 749  , "  6,0   "
Самовывоз из пункта выдачи     ,     10457434, 10/28/2022          , old    , 1 858      , 465  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457434, 10/28/2022          , old    , 608        , 304  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457440, 10/28/2022          , old    , 2 078      , 1 039, "  2,0   "
Самовывоз из пункта выдачи     ,     10457440, 10/28/2022          , old    , 6 319      , 790  , "  8,0   "
Самовывоз из пункта выдачи     ,     10457441, 10/28/2022          , old    , 4 597      , 1 532, "  3,0   "
Самовывоз из пункта выдачи     ,     10457442, 10/28/2022          , old    , 658        , 329  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457442, 10/28/2022          , old    , 1 758      , 879  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457448, 10/28/2022          , old    , 2 549      , 2 549, "  1,0   "
Самовывоз из пункта выдачи     ,     10457449, 10/28/2022          , old    , 1 609      , 805  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457459, 10/28/2022          , old    , 2 098      , 1 049, "  2,0   "
Самовывоз из пункта выдачи     ,     10457459, 10/28/2022          , old    , 4 498      , 2 249, "  2,0   "
Самовывоз из пункта выдачи     ,     10457460, 10/28/2022          , old    , 1 958      , 979  , "  2,0   "
Самовывоз из пункта выдачи     ,     10457462, 10/28/2022          , old    , 2 197      , 549  , "  4,0   "
Самовывоз из пункта выдачи     ,     10457480, 10/28/2022          , old    , 2 098      , 1 049, "  2,0   "
Самовывоз из пункта выдачи     ,     10457480, 10/28/2022          , old    , 2 548      , 1 274, "  2,0   "
Самовывоз из пункта выдачи     ,     10457480, 10/28/2022          , old    , 4 396      , 1 099, "  4,0   "
Самовывоз из пункта выдачи     ,     10457488, 10/28/2022          , old    , 2 599      , 1 300, "  2,0   "
Самовывоз из пункта выдачи     ,     10457489, 10/28/2022          , old    , 3 448      , 1 724, "  2,0   "
Самовывоз из пункта выдачи     ,     10457497, 10/28/2022          , old    , 1 158      , 579  , "  2,0   "
Самовывоз с примеркой в магазин,     10457196, 10/28/2022          , old    , 11 294     , 1 882, "  6,0   "
Самовывоз с примеркой в магазин,     10457217, 10/28/2022          , old    , 3 593      , 1 797, "  2,0   "
Самовывоз с примеркой в магазин,     10457233, 10/28/2022          , old    , 5 997      , 1 999, "  3,0   "
Самовывоз с примеркой в магазин,     10457234, 10/28/2022          , old    , 599        , 599  , "  1,0   "
Самовывоз с примеркой в магазин,     10457236, 10/28/2022          , old    , 5 723      , 818  , "  7,0   "
Самовывоз с примеркой в магазин,     10457237, 10/28/2022          , old    , 1 598      , 799  , "  2,0   "
Самовывоз с примеркой в магазин,     10457237, 10/28/2022          , old    , 3 947      , 987  , "  4,0   "
Самовывоз с примеркой в магазин,     10457237, 10/28/2022          , old    , 1 838      , 919  , "  2,0   "
Самовывоз с примеркой в магазин,     10457242, 10/28/2022          , old    , 1 399      , 1 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457244, 10/28/2022          , old    , 3 597      , 899  , "  4,0   "
Самовывоз с примеркой в магазин,     10457245, 10/28/2022          , old    , 4 298      , 2 149, "  2,0   "
Самовывоз с примеркой в магазин,     10457253, 10/28/2022          , old    , 4 579      , 2 290, "  2,0   "
Самовывоз с примеркой в магазин,     10457253, 10/28/2022          , old    , 2 815      , 2 815, "  1,0   "
Самовывоз с примеркой в магазин,     10457253, 10/28/2022          , old    , 1 599      , 1 599, "  1,0   "
Самовывоз с примеркой в магазин,     10457256, 10/28/2022          , old    , 1 148      , 574  , "  2,0   "
Самовывоз с примеркой в магазин,     10457256, 10/28/2022          , old    , 499        , 499  , "  1,0   "
Самовывоз с примеркой в магазин,     10457257, 10/28/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10457270, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457271, 10/28/2022          , old    , 474        , 237  , "  2,0   "
Самовывоз с примеркой в магазин,     10457271, 10/28/2022          , old    , 2 148      , 1 074, "  2,0   "
Самовывоз с примеркой в магазин,     10457272, 10/28/2022          , old    , 5 396      , 1 349, "  4,0   "
Самовывоз с примеркой в магазин,     10457274, 10/28/2022          , old    , 4 798      , 2 399, "  2,0   "
Самовывоз с примеркой в магазин,     10457276, 10/28/2022          , old    , 3 498      , 1 749, "  2,0   "
Самовывоз с примеркой в магазин,     10457276, 10/28/2022          , old    , 1 483      , 742  , "  2,0   "
Самовывоз с примеркой в магазин,     10457276, 10/28/2022          , old    , 3 698      , 1 849, "  2,0   "
Самовывоз с примеркой в магазин,     10457281, 10/28/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10457283, 10/28/2022          , old    , 4 197      , 1 049, "  4,0   "
Самовывоз с примеркой в магазин,     10457285, 10/28/2022          , old    , 1 948      , 487  , "  4,0   "
Самовывоз с примеркой в магазин,     10457287, 10/28/2022          , old    , 5 398      , 2 699, "  2,0   "
Самовывоз с примеркой в магазин,     10457289, 10/28/2022          , old    , 1 948      , 974  , "  2,0   "
Самовывоз с примеркой в магазин,     10457289, 10/28/2022          , old    , 3 598      , 1 799, "  2,0   "
Самовывоз с примеркой в магазин,     10457294, 10/28/2022          , old    , 1 399      , 1 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457296, 10/28/2022          , old    , 2 155      , 2 155, "  1,0   "
Самовывоз с примеркой в магазин,     10457297, 10/28/2022          , old    , 639        , 639  , "  1,0   "
Самовывоз с примеркой в магазин,     10457298, 10/28/2022          , old    , 1 375      , 1 375, "  1,0   "
Самовывоз с примеркой в магазин,     10457301, 10/28/2022          , old    , 624        , 312  , "  2,0   "
Самовывоз с примеркой в магазин,     10457302, 10/28/2022          , old    , 2 239      , 2 239, "  1,0   "
Самовывоз с примеркой в магазин,     10457303, 10/28/2022          , old    , 548        , 274  , "  2,0   "
Самовывоз с примеркой в магазин,     10457305, 10/28/2022          , old    , 748        , 374  , "  2,0   "
Самовывоз с примеркой в магазин,     10457305, 10/28/2022          , old    , 3 199      , 3 199, "  1,0   "
Самовывоз с примеркой в магазин,     10457306, 10/28/2022          , old    , 2 248      , 1 124, "  2,0   "
Самовывоз с примеркой в магазин,     10457306, 10/28/2022          , old    , 2 248      , 1 124, "  2,0   "
Самовывоз с примеркой в магазин,     10457307, 10/28/2022          , old    , 3 298      , 1 649, "  2,0   "
Самовывоз с примеркой в магазин,     10457307, 10/28/2022          , old    , 822        , 411  , "  2,0   "
Самовывоз с примеркой в магазин,     10457308, 10/28/2022          , old    , 1 924      , 1 924, "  1,0   "
Самовывоз с примеркой в магазин,     10457309, 10/28/2022          , old    , 1 919      , 1 919, "  1,0   "
Самовывоз с примеркой в магазин,     10457311, 10/28/2022          , old    , 1 722      , 574  , "  3,0   "
Самовывоз с примеркой в магазин,     10457312, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457312, 10/28/2022          , old    , 58 527     , 1 951, "  30,0   "
Самовывоз с примеркой в магазин,     10457313, 10/28/2022          , old    , 1 498      , 749  , "  2,0   "
Самовывоз с примеркой в магазин,     10457313, 10/28/2022          , old    , 55 529     , 2 057, "  27,0   "
Самовывоз с примеркой в магазин,     10457316, 10/28/2022          , old    , 4 897      , 1 632, "  3,0   "
Самовывоз с примеркой в магазин,     10457316, 10/28/2022          , old    , 899        , 899  , "  1,0   "
Самовывоз с примеркой в магазин,     10457316, 10/28/2022          , old    , 2 719      , 2 719, "  1,0   "
Самовывоз с примеркой в магазин,     10457316, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457316, 10/28/2022          , old    , 2 719      , 2 719, "  1,0   "
Самовывоз с примеркой в магазин,     10457317, 10/28/2022          , old    , 923        , 923  , "  1,0   "
Самовывоз с примеркой в магазин,     10457320, 10/28/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз с примеркой в магазин,     10457321, 10/28/2022          , old    , 3 898      , 1 949, "  2,0   "
Самовывоз с примеркой в магазин,     10457321, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457325, 10/28/2022          , old    , 4 245      , 849  , "  5,0   "
Самовывоз с примеркой в магазин,     10457329, 10/28/2022          , old    , 2 298      , 1 149, "  2,0   "
Самовывоз с примеркой в магазин,     10457332, 10/28/2022          , old    , 2 639      , 2 639, "  1,0   "
Самовывоз с примеркой в магазин,     10457333, 10/28/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10457333, 10/28/2022          , old    , 2 698      , 1 349, "  2,0   "
Самовывоз с примеркой в магазин,     10457333, 10/28/2022          , old    , 3 998      , 1 999, "  2,0   "
Самовывоз с примеркой в магазин,     10457334, 10/28/2022          , old    , 4 198      , 2 099, "  2,0   "
Самовывоз с примеркой в магазин,     10457335, 10/28/2022          , old    , 3 199      , 3 199, "  1,0   "
Самовывоз с примеркой в магазин,     10457335, 10/28/2022          , old    , 3 298      , 1 649, "  2,0   "
Самовывоз с примеркой в магазин,     10457336, 10/28/2022          , old    , 1 599      , 1 599, "  1,0   "
Самовывоз с примеркой в магазин,     10457336, 10/28/2022          , old    , 1 499      , 1 499, "  1,0   "
Самовывоз с примеркой в магазин,     10457337, 10/28/2022          , old    , 1 693      , 1 693, "  1,0   "
Самовывоз с примеркой в магазин,     10457338, 10/28/2022          , old    , 1 348      , 674  , "  2,0   "
Самовывоз с примеркой в магазин,     10457338, 10/28/2022          , old    , 4 645      , 774  , "  6,0   "
Самовывоз с примеркой в магазин,     10457340, 10/28/2022          , old    , 959        , 959  , "  1,0   "
Самовывоз с примеркой в магазин,     10457341, 10/28/2022          , old    , 2 599      , 2 599, "  1,0   "
Самовывоз с примеркой в магазин,     10457342, 10/28/2022          , old    , 1 649      , 1 649, "  1,0   "
Самовывоз с примеркой в магазин,     10457342, 10/28/2022          , old    , 5 183      , 2 592, "  2,0   "
Самовывоз с примеркой в магазин,     10457343, 10/28/2022          , old    , 3 748      , 1 874, "  2,0   "
Самовывоз с примеркой в магазин,     10457344, 10/28/2022          , old    , 1 298      , 649  , "  2,0   "
Самовывоз с примеркой в магазин,     10457345, 10/28/2022          , old    , 1 249      , 625  , "  2,0   "
Самовывоз с примеркой в магазин,     10457347, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457349, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457352, 10/28/2022          , old    , 7 243      , 1 035, "  7,0   "
Самовывоз с примеркой в магазин,     10457353, 10/28/2022          , old    , 1 599      , 1 599, "  1,0   "
Самовывоз с примеркой в магазин,     10457354, 10/28/2022          , old    , 1 023      , 512  , "  2,0   "
Самовывоз с примеркой в магазин,     10457354, 10/28/2022          , old    , 2 599      , 2 599, "  1,0   "
Самовывоз с примеркой в магазин,     10457354, 10/28/2022          , old    , 2 079      , 2 079, "  1,0   "
Самовывоз с примеркой в магазин,     10457356, 10/28/2022          , old    , 3 524      , 1 175, "  3,0   "
Самовывоз с примеркой в магазин,     10457358, 10/28/2022          , old    , 499        , 499  , "  1,0   "
Самовывоз с примеркой в магазин,     10457358, 10/28/2022          , old    , 2 848      , 1 424, "  2,0   "
Самовывоз с примеркой в магазин,     10457358, 10/28/2022          , old    , 6 267      , 2 089, "  3,0   "
Самовывоз с примеркой в магазин,     10457359, 10/28/2022          , old    , 2 239      , 2 239, "  1,0   "
Самовывоз с примеркой в магазин,     10457360, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457361, 10/28/2022          , old    , 2 157      , 719  , "  3,0   "
Самовывоз с примеркой в магазин,     10457362, 10/28/2022          , old    , 2 039      , 2 039, "  1,0   "
Самовывоз с примеркой в магазин,     10457362, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457363, 10/28/2022          , old    , 699        , 699  , "  1,0   "
Самовывоз с примеркой в магазин,     10457363, 10/28/2022          , old    , 12 996     , 2 599, "  5,0   "
Самовывоз с примеркой в магазин,     10457364, 10/28/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457364, 10/28/2022          , old    , 4 198      , 2 099, "  2,0   "
Самовывоз с примеркой в магазин,     10457365, 10/28/2022          , old    , 2 038      , 1 019, "  2,0   "
Самовывоз с примеркой в магазин,     10457368, 10/28/2022          , old    , 599        , 599  , "  1,0   "
Самовывоз с примеркой в магазин,     10457368, 10/28/2022          , old    , 3 398      , 1 699, "  2,0   "
Самовывоз с примеркой в магазин,     10457369, 10/28/2022          , old    , 2 248      , 1 124, "  2,0   "
Самовывоз с примеркой в магазин,     10457370, 10/28/2022          , old    , 3 598      , 1 799, "  2,0   "
Самовывоз с примеркой в магазин,     10457371, 10/28/2022          , old    , 3 498      , 1 749, "  2,0   "
Самовывоз с примеркой в магазин,     10457371, 10/28/2022          , old    , 598        , 299  , "  2,0   "
Самовывоз с примеркой в магазин,     10457371, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457371, 10/28/2022          , old    , 1 145      , 573  , "  2,0   "
Самовывоз с примеркой в магазин,     10457371, 10/28/2022          , old    , 524        , 262  , "  2,0   "
Самовывоз с примеркой в магазин,     10457373, 10/28/2022          , old    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10457373, 10/28/2022          , old    , 2 624      , 2 624, "  1,0   "
Самовывоз с примеркой в магазин,     10457374, 10/28/2022          , old    , 1 019      , 1 019, "  1,0   "
Самовывоз с примеркой в магазин,     10457374, 10/28/2022          , old    , 2 299      , 2 299, "  1,0   "
Самовывоз с примеркой в магазин,     10457374, 10/28/2022          , old    , 449        , 449  , "  1,0   "
Самовывоз с примеркой в магазин,     10457377, 10/28/2022          , old    , 4 298      , 2 149, "  2,0   "
Самовывоз с примеркой в магазин,     10457378, 10/28/2022          , old    , 1 823      , 912  , "  2,0   "
Самовывоз с примеркой в магазин,     10457379, 10/28/2022          , old    , 4 198      , 2 099, "  2,0   "
Самовывоз с примеркой в магазин,     10457379, 10/28/2022          , old    , 1 279      , 1 279, "  1,0   "
Самовывоз с примеркой в магазин,     10457381, 10/28/2022          , old    , 1 799      , 1 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457381, 10/28/2022          , old    , 8 397      , 2 799, "  3,0   "
Самовывоз с примеркой в магазин,     10457383, 10/28/2022          , old    , 2 798      , 1 399, "  2,0   "
Самовывоз с примеркой в магазин,     10457383, 10/28/2022          , old    , 2 157      , 719  , "  3,0   "
Самовывоз с примеркой в магазин,     10457383, 10/28/2022          , old    , 466        , 466  , "  1,0   "
Самовывоз с примеркой в магазин,     10457384, 10/28/2022          , old    , 1 848      , 924  , "  2,0   "
Самовывоз с примеркой в магазин,     10457384, 10/28/2022          , old    , 3 838      , 1 919, "  2,0   "
Самовывоз с примеркой в магазин,     10457385, 10/28/2022          , old    , 1 548      , 774  , "  2,0   "
Самовывоз с примеркой в магазин,     10457388, 10/28/2022          , old    , 1 518      , 759  , "  2,0   "
Самовывоз с примеркой в магазин,     10457388, 10/28/2022          , old    , 2 098      , 1 049, "  2,0   "
Самовывоз с примеркой в магазин,     10457388, 10/28/2022          , old    , 1 359      , 1 359, "  1,0   "
Самовывоз с примеркой в магазин,     10457389, 10/28/2022          , old    , 824        , 824  , "  1,0   "
Самовывоз с примеркой в магазин,     10457389, 10/28/2022          , old    , 2 124      , 2 124, "  1,0   "
Самовывоз с примеркой в магазин,     10457390, 10/28/2022          , old    , 399        , 399  , "  1,0   "
Самовывоз с примеркой в магазин,     10457391, 10/28/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10457393, 10/28/2022          , old    , 1 899      , 1 899, "  1,0   "
Самовывоз с примеркой в магазин,     10457393, 10/28/2022          , old    , 549        , 549  , "  1,0   "
Самовывоз с примеркой в магазин,     10457395, 10/28/2022          , old    , 3 231      , 1 077, "  3,0   "
Самовывоз с примеркой в магазин,     10457397, 10/28/2022          , old    , 399        , 200  , "  2,0   "
Самовывоз с примеркой в магазин,     10457398, 10/28/2022          , old    , 4 042      , 505  , "  8,0   "
Самовывоз с примеркой в магазин,     10457399, 10/28/2022          , old    , 1 048      , 524  , "  2,0   "
Самовывоз с примеркой в магазин,     10457401, 10/28/2022          , old    , 1 299      , 650  , "  2,0   "
Самовывоз с примеркой в магазин,     10457402, 10/28/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457402, 10/28/2022          , old    , 1 359      , 1 359, "  1,0   "
Самовывоз с примеркой в магазин,     10457409, 10/28/2022          , old    , 1 699      , 1 699, "  1,0   "
Самовывоз с примеркой в магазин,     10457409, 10/28/2022          , old    , 2 848      , 1 424, "  2,0   "
Самовывоз с примеркой в магазин,     10457409, 10/28/2022          , old    , 3 499      , 3 499, "  1,0   "
Самовывоз с примеркой в магазин,     10457410, 10/28/2022          , old    , 764        , 764  , "  1,0   "
Самовывоз с примеркой в магазин,     10457410, 10/28/2022          , old    , 3 499      , 3 499, "  1,0   "
Самовывоз с примеркой в магазин,     10457410, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457411, 10/28/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10457412, 10/28/2022          , old    , 3 898      , 1 949, "  2,0   "
